Brand,rank
Tilak,SASAGE
TIM HAMILTON, 
TIMADAM, 
TIMAI, 
Timberland,SASAGE
TIMBUK2, 
TIMEX, 
tinkpink, 
tinkpurple, 
TINTIN, 
TITE IN THE STORE, 
Titilate Valet, 
titty＆Co., 
TK, 
TMT, 
TMT Classic, 
To b. by agnes b., 
TO BE CHIC, 
TO＆CO., 
tobiuo, 
TOCCA, 
TOD’S, 
TODAYFUL, 
TODD SNYDER, 
TOE CUTTER, 
TOFF ＆ LOADSTONE, 
TOGA, SASAGE
TOGA PULLA, SASAGE
TOGA(VIRILIS）, SASAGE
toki doki, 
TOKUKO 1er VOL, 
TOKYO DRESS, 
Tolani, 
TOLLFREE, 
TOM FORD, SASAGE
TOM REBL, 
tom＆hawk, 
TOMMY, SASAGE
Tommy Bahama, 
tommy girl, 
TOMMY HILFIGER, SASAGE
tomoki yurita, 
TOMORROWLAND, 
TOMS, 
TONELLO, 
Toni Pons, 
TOO LATE, 
TOOL faith, 
TOOLs, 
TOPIO, 
TOPMAN, 
TOPSHOP, 
tordi, 
TORNADO MART, 
TORQUATA, 
Torrazzo Donna, 
TORY BURCH,※ブランド 
TOUGH, 
TOUJOURS, 
TOUS, 
tous les deux ensemble, 
Tous Les Jours, 
TOVA, 
TOWNCRAFT,SASAGE
TOY PLANE, 
toy's box  by smaddy, 
Tracy Reese, 
tracywatts, 
Trading Post, 
Traditional Weatherwear,SASAGE
Tramando, 
TRANS CONTINENTS, 
TRANSIT, 
Transvestite, 
TRAPPER, 
traumerei, 
TRAVAIL MANUEL, 
Travis Walker,※ギャラ必須 
TREASURE TOPKAPI, 
treesje, 
TRES, 
TRES chouette, 
triaa, 
Trianglesquare, 
Tricker's, 
TRICKorTREAT, 
TRICOT ALEXANDER WANG, 
tricot COMME des GARCONS, SASAGE
Tricote, 
Trilogy, 
TRIOP, 
triple A, 
TRIPP nyc, 
trippen, 
TRIPS, 
TRIPTYCH, 
TroisO, 
TROPOPAUSE, 
trosman, 
TROVATA, 
TROVE, 
TRUC, 
TRUE nyc, 
TRUE RELIGION,SASAGE※商社必須 ※フェイク注意
TRUNKSHOW, 
TRUSSARDI, 
ts(s), 
TSUBI, 
TSUMORI CHISATO, 
tsumori chisato CARRY, 
TSUMORI CHISATO DRESS, 
tsumori chisato JEWELRY, 
tsumori chisato Room, 
tsumori chisato SLEEP, 
tsumori chisato TRAVEL, 
tsumori chisato WALK, 
tsumu, 
TSURU, 
TSURU by ALESSANDRA STELLA, 
Tucker, 
TUESDAY NIGHT BAND PRACTICE, 
TUKI, 
TUMI, 
tumugu, 
turno jeana, 
Turtoise, 
TWEED MILL, 
TWELFTH STREET BY CYNTHIA VINCENT, 
twelve by twelve, 
TWENTY8TWELVE, 
twiggy, 
TWINKLE BY WENLAN, 
twinktwink, 
twisted heart, 
TWNROOM, 
Twokeys, 
twopeace, 
TYPE BLUE, 
tyuna physis, 
U CLOTHING, 
U STARS CLUB, 
UBIQ, 
UCLA, 
UCS, 
UEG, 
UGG, SASAGE
uka, 
uke, 
ULI SCHNEIDER, 
ULKA AODRESS, 
Umbra, 
umii908（45R）, 
umit benan, 
UMPIRE, 
un dix cors, 
Unaca, 
UNBILICAL, 
UNCONDITIONAL, 
UNDAKOVRIT, 
undecorated MAN, 
UNDEFEATED, SASAGE
Un-Demi, 
UNDER BAR RAW．, 
Under The Table, 
UNDERCOVER, SASAGE
UNDERCOVER KIDS, SASAGE
UNDERCOVERISM, SASAGE
UNDERGROUND, 
une autre, 
UNFINISH, 
ungaro fever, 
Ungrid, 
UNICOM, 
UNIF, 
uniform experiment, SASAGE
UNION STATION, 
UNIQLO, 
UNIQUE, 
UNITED ARROWS,SASAGE
UNITED ARROWS ＆ SONS,SASAGE
united bamboo, 
UNITED NUDE, 
UNITED TOKYO,SASAGE
UNIVERSAL PRODUCTS,SASAGE
UNIVERVAL MUSE, 
Unknown, 
unobilie, 
unrelaxing, 
UNRIVALED, 
unruly, 
UNSQUEAKY, 
UNTITLED, 
UNTOLD, 
UNUSED, SASAGE
UP SMILE, 
UPSTART, 
UPTIGHT, 
Urban NOW, 
URBAN RESEARCH,SASAGE
URBAN RESEARCH DOORS,SASAGE
URBAN RESEARCH ID, 
URBAN RESEARCH Sonny Label, 
URSUS BAPE, 
URU, SASAGE
Us Versus Them, 
USEDo, 
Useless(wjk), 
UTAKI, 
Uttam London, 
V SEVEN TWELVE THIRTY, 
v::room, 
VA VENDOME AOYAMA, 
vabelogue, 
VACATION, 
VADEL, 
Vadret Tellor, 
VAINL ARCHIVE, SASAGE
ValenTine’s High, 
VALENTINO,SASAGE※商社必須 
VALENTINO GARAVANI,SASAGE※商社必須 
valet, 
VALLEY HIGH, 
VALSTARINO, 
vanessabruno, 
vangi, 
vanilla, 
VANILLA MOON, 
VANISHING ELEPHANT, 
VANQUISH, 
VANS, SASAGE
VANS VAULT, 
VAPORIZE, 
VARAL DE MODA, 
Varde77, 
Vargas, 
VARISISTA, 
VAROSH, 
vasco, 
VAUDE, 
VAUGHAN ALEXANDER, 
Vava by Joy Han, 
VCTO, 
VELETTO, 
velikoko, 
Velnica, 
Velva Sheen, 
velvet, 
Velvet Lounge, 
VENA CAVA, 
VENCEEXCHANGE, 
VENDOME, 
vendor, 
VENERTA knitwear, 
Vera Bradley, 
VERA WANG, 
Verginia, 
Veritecoeur, 
Veronique Branquinho, 
VERSACE,SASAGE※ブランド 
VERSACE JEANS COUTURE, 
verseau par gramme’s, 
VERSUS, 
VERTEX ＆ CO., 
VERTREK, 
VERY J, 
Verybrain, 
VERYNERD, 
Vestal, 
Vestiaire, 
VETEMENTS,※遠隔査定必須B 
VETRA, 
VIA BUS STOP, 
Via Repubblica, 
VIA SPARE, 
Viaggio Blu, 
VIBGYOR, 
VIBGYOR Women, 
VICINI, 
vickchara THRONE, 
VICKY, 
VICTIM, SASAGE
VICTOR, 
VIDA＋, 
vidorreta, 
VIE, 
VIERGE, 
vihere, 
VII XII XXX SAINT TROPEZ, 
vikka, 
VIKTOR＆ROLF, 
VINCA, 
VINCE, 
VINCE CAMUTO, 
Vintage PEANUTS, 
VINTAGE55, 
VINTI ANDREWS, 
Vinyl, 
VIOLA'dORO, 
Violet Buffalo Wallows, 
Violet Hanger by Samantha Thavasa, 
VIRGO, 
Viri Dari deserta, 
VIRUS, 
ViS, 
VISARUNO, 
VISION STREET WEAR, 
VISVIM, SASAGE
VITA FEDE, 
Vita-Mix, 
VIVA ANGELINA, 
VIVAYOU, 
VIVIENNE TAM, 
Vivienne Westwood,SASAGE※商社必須 
Vivienne Westwood red label,SASAGE※商社必須 
Vivier, 
VIVIFY, 
Vlas Blomme, 
VoCE, 
Vogli, 
VOGUISH, 
voiubel006, 
VOLCOM, SASAGE
VOLT, 
volta, 
VONDEL, 
VONZIPPER, 
VOO, 
Voom, 
VOT by takashi kumagai, 
VOTE MAKE NEW CLOTHES, 
votole, 
VOUS ETES, 
VT, 
VTOPIA, 
Vulture JOURNAL STANDARD, 
W by MURUA, 
w closet, 
W LOUNGE, 
W.＆L.T., 
WA ORiental TRaffic, 
wa...lance, 
WACKO MARIA,SASAGE※フェイク注意 
WAG, 
WALK IN CLOSET, 
WALK OVER, 
WALL, 
WALLA WALLA SPORT, 
Wallet COMME des GARCONS, 
WALLSALL, 
WANDER SHOES, 
Wanderclad etc.., 
Wanderland, 
WANO NANO, 
WAREHOUSE, 
WARP AND WOOF, 
Waste(twice), 
water massage, 
Waterlily, 
WAYRG, 
WC, 
We Are, 
WE THE FREE, 
WEAR THE PHILOSOPHY, 
WECK, 
WEEJUNS, 
Weekend Max Mara, 
WELEDA, 
WELINA, 
Wendine, 
we-nge, 
wesc, 
Westwood Outfitters, 
What Goes Around Comes Around, 
WHATS NEW?, 
WHEREABOUTS, 
Whim Gazette, 
WHITE, 
WHITE HOUSE COX, 
WHITE LINE, 
WHITE MOUNTAINEERING, SASAGE
whitehorse, 
WHITELAND BLACKBURN, 
WhiteTrashCharms, 
Whiting ＆ Davis, 
WHIZ LIMITED, 
WHO'S WHO gallery, 
WhoWhat, 
WHYRED, 
Wigage, 
WILDERNESS EXPERIENCE, 
WILDFOX, 
WILDTHINGS,SASAGE
wilson,サガール
WIM NEELS, 
Win＆Sons, 
WING ROCK, 
wings+horns, 
Winter Kate, 
WIRED, 
wisdom, 
Wizzard, 
wjk, 
WJKW, 
WLG by GIORGIO BRATO, 
WOLVERINE, 
WOLVES KILL SHEEP, 
WOLY, 
WON HUNDRED, 
wonderland, 
WOOD WOOD, 
WOOLRICH,SASAGE
WOOYOUNGMI, 
WORK NOT WARK, 
WORLD BASICS, 
WORLD WIDE FAMOUS, 
WORLD WIDE LOVE!, 
WORLD WORKERS, 
WORN FREE, 
WR, 
Wrangler, 
WRAPINKNOT, 
WREN, 
WU-TANG, 
WXL, 
XAMPAGNE, 
xelle, 
XEROSEN, 
X-girl, 
xhilaration, 
XLARGE, SASAGE
XPARTYS, 
XX FOUR, 
XXⅢ C’est Vingt-Trois, 
Y.M.D.O., 
Y.M.WALTS, 
Y’s bis LIMI, SASAGE
Y’s for men, SASAGE
Y-3, SASAGE
Ya Los Angeles, 
YAB-YUM, 
YAECA,SASAGE
YAHKI, 
YAMANE,SASAGE
yantor, 
YANUK,SASAGE※商社必須 
yaponskii, 
Yarmo, 
Yasue Carter, 
Yasutoshi Ezumi, 
Yasuyuki Ishii, 
YEAH RIGHT!!, 
YEAR, 
YEAR FEW OF MY FAVORITE THINGS, 
YECCA VECCA, 
YELLOW RUBY, 
Yellow108, 
Yes I Have It!!!, 
Yiorgos Eleftheriades, 
YLANG YLANG, 
ylts, 
YMC, 
YOANA BARASCHI, 
YOBOSS, 
Yochi Design, 
Yochi NEW YORK, 
Yohji Yamamoto, SASAGE
YOKANG, 
YOKO CHAN, 
YOKO D’OR, 
yoshio kubo, 
YOSHIYUKI KONISHI, 
YOTA TOKI, 
YOU authentic, 
Youu, 
Y's, SASAGE
Y's for living, SASAGE
yu:yu:, 
yudleg, 
YUEN'TO, 
Yuge, 
YUKETEN, 
YUMA KOSHINO, 
yuni, 
yupendi, 
YURULI, 
Yves Saint Laurent, 
YVES SALOMON, 
ZAC VARGAS, 
ZADIG＆VOLTAIRE, 
ZAKEE SHARIFF, 
ZANELLATO, 
ZANEROBE, 
ZANONE, 
ZARA, 
Z-BRAND, 
zechia, 
Zegna, 
Zeha, 
ZER, 
ZERO HALLIBURTON, 
Zero Maria Cornejo, 
Zhor＆Nema, 
ZINC, 
ZINNIAS, 
ZINTALA, 
ZOE KARSSEN, 
ZONE BLEUE, 
ZOO, 
ZUCCa, 
αA, 
カオリノモリ, 
カオリノモリノコ, 
かぐれ, 
カヤ, 
ガルヴィ, 
ゴーシュ, 
こどまーく, 
サーフトリップジャーナル, 
チチカカ, 
チャイハネ, 
ナチュリラ, 
ハチガハナ, 
ピーシーアイ, 
ヒムカシ製図, 
フェリシモ, 
ふりふ, 
ブレーン, 
ペギー ラナ, 
ライチ, 
リリシズム, 
一澤信三郎帆布, 
快晴堂, 
喜一澤, 
銀座かねまつ, 
空ku, 
高蔵染, 
時しらず, 
自由区, 
女神織DENIMES, 
森野帆布, 
組曲, 
土屋鞄, 
桃太郎ジーンズ,SASAGE
南京豆印, 
卑弥呼, 
乱痴気, 
和ROBE, 
傳 tutaee, 
UNDER ARMOUR,SASAGE
東洋エンタープライズ,SASAGE
ANTI SOCIAL SOCIAL CLUB, SASAGE
M+RC, SASAGE
論理, SASAGE
葵産業, 
BLACK EYE PATCH, SASAGE
c.e., SASAGE
FAGASSENT, 
ALYX, SASAGE
A-COLD-WALL, SASAGE
roarguns, SASAGE
JOHN ELLIOTT, SASAGE
ELVIRA, SASAGE
PALM ANGELS,SASAGE※フェイク注意 
Y'2 LEATHER,SASAGE
BLACK LABEL CRESTBRIDGE, SASAGE
CASEY-CASEY,SASAGE
THE ELDER STATESMAN, 
Andersen-Andersen,SASAGE
BROWNS BEACH,SASAGE
RESOUND CLOTHING, 
KITH, SASAGE
RSVP, 
IRON HEART,SASAGE
BROWN by 2-tacs, 
77CIRCA, SASAGE
RRL,SASAGE
RUGBY, SASAGE
Crescent Down Works, 
Girl's Don't Cry, 
BLACK SIGN, SASAGE
BAGARCH, 
OUTERKNOWN, 
MARTINE ROSE, 
JERRY PINK, 
JOHN'S BY JOHNNY, 
PSYCHO WORKS, 
CHERRY PICK, 
ROLLING CRADLE, SASAGE
MAGICAL MOSH MISFITS, SASAGE
BRAIN DEAD, SASAGE
Cropped Heads, 
THE FLAT HEAD,SASAGE
BIONICMAN, SASAGE
VANSON,SASAGE
AIE,SASAGE
seven by seven, SASAGE
WEIRDO,SASAGE
GOLF WANG, 
RIP N DIP, SASAGE
KNOW WAVE, SASAGE
CUSHMAN,SASAGE
GANGSTERVILLE,SASAGE
dreamteam, SASAGE
reyn spooner,SASAGE
graphpaper,SASAGE
essay, SASAGE
YOKE, SASAGE
SCOTCH＆SODA, SASAGE
who what, 
deeTA, 
SALVY, 
GUESS, 
POLAR, SASAGE
PLEASURES, SASAGE
gosha rubchinskiy, SASAGE
WEST RIDE,SASAGE
EPTM., 
BUCO,SASAGE
FLAGSTUFF, SASAGE
TED COMPANY,SASAGE
LEFLAH, 
FIRST DOWN,SASAGE
cream soda,SASAGE
or slow,SASAGE
STOP LIGHT,※遠隔査定必須B 
VETEMENS,※取り扱い中止 
Cody Sanderson,※遠隔査定必須B 
PABRO,※取り扱い中止 
HOOD BY AIR HBA,※取り扱い中止 
F.O.G（全ライン）,※取り扱い中止 
WOLF’S HEAD,※遠隔査定必須B 
NOAH,SASAGE※遠隔査定必須B 
ALEX STREETER,※遠隔査定必須B 
Thomas･Curtis,※遠隔査定必須B 
Emie･Lister,※取り扱い中止 
henry high class Milano,※取り扱い中止 
PALACE Skateboards,SASAGE※商社必須 
424-FourTwoFour on Fairtax,※取り扱い中止 
READY MADE,※取り扱い中止 
VLONE,※フェイク注意 
WHIMSY,※フェイク注意 
ESSENTIALS FEAR OF GOD,※買取禁止 
MameKurogouchi, 
DAIRIKU, SASAGE
FREEWHEELERS,SASAGE
DESCENDANT, SASAGE
AMERI, SASAGE
CLANE, 
CFCL, 
kotohayokozawa, 
MAISON SPECIAL, SASAGE
rokh, 
toogood, SASAGE
PLAN C, 
Acne Studios,SASAGE※商社必須 
TOM WOOD, 
SEEALL, SASAGE
ATON,SASAGE
LEMAIRE, SASAGE
INSCRIRE, 
PHOTOCOPIEU, 
UN3D., 
Kota Gushiken, 
FETICO, 
Ujoh, 
Rito, 
Aeta, 
CULLNI, SASAGE
EBONY, 
ELIN, 
ELENDEEK, 
GANNI, SASAGE
Keboz,SASAGE※フェイク注意 
AbuGarcia,SASAGE
CIOTA,SASAGE
DAIWA PIER39, SASAGE
FreshService,SASAGE
GOLDWIN,SASAGE
HEUGN, SASAGE
SHINYAKOZUKA, SASAGE
icebreaker,サガール
Jutta Neumann, 
NICENESS, SASAGE
on, 
OUTIL,SASAGE
POLYPLOID, SASAGE
retaW, 
SAINT MICHAEL,SASAGE※フェイク注意 
SALOMON, 
stein, SASAGE
SUGARHILL, SASAGE
TANGTANG, SASAGE
TELIC, 
Ten c, SASAGE
1017 ALYX 9SM,※フェイク注意 ※原産国表必須
ALMOSTBLACK, SASAGE
AMIRI, SASAGE
AMI paris, SASAGE
CAREERING, 
CLOT, 
Heron Preston, SASAGE
Martine Roe, 
MASU, SASAGE
Midorikawa, SASAGE
mindseeker, SASAGE
PACCBET, SASAGE
SOSHIOTSUKI, SASAGE
sulvam, SASAGE
Tamme, 
TIGHTBOOTH, SASAGE
thisisneverthat, SASAGE
HIDAKA, 
Lewis Leathers,SASAGE※フェイク注意 
F.A.L, 
A FEW GOOD KIDS,SASAGE※フェイク注意 
Paragraph,SASAGE※フェイク注意 
ennoy, SASAGE
Left Alone, 
A PRESSE, 
PERVERZE, 
AVALON, 
BLANC, 
Aloha Blossom, 
UNDERSON UNDERSON, 
E.TAUTZ,SASAGE
th product, SASAGE
EMMETI, 
ace., 
FUMITO GANRYU, SASAGE
FUMIE=TANAKA, 
MURRAL, 
OAMC, SASAGE
OOFOS, 
CASABLANCA, SASAGE
kolor BEACON, SASAGE
BLACKMEANS, 
BOW WOW, 
CABaN, SASAGE
Evisen, SASAGE
CAMIEL FORTGENS, SASAGE
GREG LAUREN,SASAGE※遠隔査定必須B 
Juun.J, 
Just Don, 
kujaku, 
COMME CA MEN, 
COMME CA ISM, 
COLIMBO,SASAGE
chocol raffine, 
SUNSPEL, SASAGE
SANDERS, 
SHOOP, SASAGE
C.P.Company,SASAGE※フェイク注意 
JOHN LOBB, 
ROLLING DUB TRIO, 
STUDIO NICHOLSON,SASAGE
KUMIKYOKU, 
BAOBAO ISSEY MIYAKE,※商社必須 ※フェイク注意
PINK HOUSE, 
BLUE LABEL CRESTBRIDGE,※商社必須 
HERILL, SASAGE
BASICKS, 
TOKYO SANDALS, 
NAMACHEKO., 
999.9, 
YOAK, 
RIM.ARK, 
Coleman,サガール
SEQUEL, 
ONE PIECE OF ROCK,SASAGE
POET MEETS DUBWISE, 
Drole de Monsieur, 
one way, 
LOS ANGELES APPAREL, 
Cactus Jack,※フェイク注意 
YSTRDY'S TMRRW, 
CUNE,SASAGE
:CASE, 
PUBLIC TOKYO,SASAGE
HED MAYNER, 
6 ROKU,SASAGE
EXAMPLE, 
SeaRoomlynn, 
WIND AND SEA, SASAGE
TTT_MSW, 
SSZ,SASAGE
AMERICAN HOLIC, 
DHOLIC, 
GRL, 
SHEIN, 
ENFANTS RICHES？DEPRIMES,※フェイク注意 
JUSTIN BIEBER（GILDAN）,※取り扱い中止 
GORO'S,※遠隔査定必須B 
FEAR OF GOD,※取り扱い中止 
blurhms, 
GOD SELECTION XXX, 
Gabor,※取り扱い中止 
Gaboratory,※取り扱い中止 
CRAZY PIG,※ギャラ必須 
A＆G,※ギャラ必須 
Leonard Kamhout,※ギャラ必須 
STERLINGEAR,※ギャラ必須 
STANLYGUESS,※ギャラ必須 
BIG HAND,※ギャラ必須 
THE GREAT FROG,※ギャラ必須 
CVTVLIST,SASAGE※遠隔査定必須B 
LUMINOX,※T25表記必須 
guepard, 
NEAT, 
WHITE'S, 
ZEPPELIN, 
Lesca, 
MINEDENIM, 
MOSCOT,※フェイク注意 
EYEVAN, 
PYRENEX, 
TAGLIATORE, 
WILD SWANS, 
SARTORIA LATORRE, 
ORGUEIL, 
DEAL DESIGN, 
amachi., 
SAPeur,※フェイク注意 
MAATEE＆SONS, 
FR2, 
HOKA ONE ONE, 
GALLERY DEPT,※フェイク注意 
ciatre,SASAGE
kappa, 
WESCO, 
NANGA, 
MYKITA, 
REPRODUCTION OF FOUND, 
NEPLA, 
LOEFF, 
COCOLO BLAND, 
O project, 
SKOOKUM,SASAGE
9090, 
OY, 
WALES BONNER, 
Cookman,SASAGE
OVERCOAT, 
Riprap, 
drew house,※フェイク注意 
mitchell&ness,※フェイク注意 
Omar Afridi, 
MONTBLANC,※ブランド 
OLD･VINTAGE, 
泰八郎謹製,※フェイク注意 
umbro, 
Blanc YM, 
F/CE., 
LONELY論理, 
Younger Song, 
４７ BRAND, 
Kutir, 
RADIATE, 
FILL THE BILL, 
Mark Gonzales, 
CAPTAIN SANTA,SASAGE
CAPTAIN STAG, 
Atlantic STARS, 
SANTA CRUZ, 
ANCELLM, 
FIRST ARROW's, 
Ground Y, 
Hellrazor, 
tady & king, 
VAN JAC,SASAGE
BoTT, 
Sillage, 
UES, 
YASHIKI, 
DOG TOWN, 
ADSR, 
SANGACIO, 
Saby, 
CHAPS, 
YOSUKE, 
Scoler, 
LAND'S END, 
meanswhile, 
LITTLEBIG, 
CAMP7, 
Dior,※ブランド 
mizuiroind, 
mnml, 
holk, 
rovtski, 
ellesse, 
TOYS McCOY,SASAGE
OSH KOSH, 
ALZUNI, 
KC'S, 
UNIVERSAL OVERALL,SASAGE
RADEYMADE,SASAGE※遠隔査定必須B 
CHROME HEARTS CAP EYEWEAR 金ﾌﾟﾗﾁﾅ,※遠隔査定必須B 
Argent（あるじゃん）,※遠隔査定必須B 
